,Unnamed: 0,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
5855,9881,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Anger/000.jpeg,000.jpeg,oulucasia-P057-Anger-000.jpg,P057,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5856,9882,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Disgust/010.jpeg,010.jpeg,oulucasia-P057-Disgust-010.jpg,P057,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5857,9883,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Disgust/005.jpeg,005.jpeg,oulucasia-P057-Disgust-005.jpg,P057,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5858,9884,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Disgust/008.jpeg,008.jpeg,oulucasia-P057-Disgust-008.jpg,P057,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5859,9885,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Disgust/019.jpeg,019.jpeg,oulucasia-P057-Disgust-019.jpg,P057,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5860,9886,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Disgust/002.jpeg,002.jpeg,oulucasia-P057-Disgust-002.jpg,P057,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5861,9887,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Fear/005.jpeg,005.jpeg,oulucasia-P057-Fear-005.jpg,P057,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5862,9888,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Fear/004.jpeg,004.jpeg,oulucasia-P057-Fear-004.jpg,P057,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5863,9889,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Fear/002.jpeg,002.jpeg,oulucasia-P057-Fear-002.jpg,P057,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5864,9890,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Fear/019.jpeg,019.jpeg,oulucasia-P057-Fear-019.jpg,P057,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5865,9891,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Fear/011.jpeg,011.jpeg,oulucasia-P057-Fear-011.jpg,P057,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5866,9892,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Happiness/009.jpeg,009.jpeg,oulucasia-P057-Happiness-009.jpg,P057,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5867,9893,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Happiness/024.jpeg,024.jpeg,oulucasia-P057-Happiness-024.jpg,P057,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5868,9894,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Happiness/010.jpeg,010.jpeg,oulucasia-P057-Happiness-010.jpg,P057,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5869,9895,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Happiness/004.jpeg,004.jpeg,oulucasia-P057-Happiness-004.jpg,P057,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5870,9896,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Happiness/007.jpeg,007.jpeg,oulucasia-P057-Happiness-007.jpg,P057,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5871,9897,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Sadness/017.jpeg,017.jpeg,oulucasia-P057-Sadness-017.jpg,P057,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5872,9898,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Sadness/023.jpeg,023.jpeg,oulucasia-P057-Sadness-023.jpg,P057,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5873,9899,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Sadness/022.jpeg,022.jpeg,oulucasia-P057-Sadness-022.jpg,P057,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5874,9900,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Sadness/021.jpeg,021.jpeg,oulucasia-P057-Sadness-021.jpg,P057,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5875,9901,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Sadness/010.jpeg,010.jpeg,oulucasia-P057-Sadness-010.jpg,P057,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5876,9902,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Surprise/010.jpeg,010.jpeg,oulucasia-P057-Surprise-010.jpg,P057,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5877,9903,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Surprise/005.jpeg,005.jpeg,oulucasia-P057-Surprise-005.jpg,P057,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5878,9904,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Surprise/015.jpeg,015.jpeg,oulucasia-P057-Surprise-015.jpg,P057,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5879,9905,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Surprise/000.jpeg,000.jpeg,oulucasia-P057-Surprise-000.jpg,P057,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5880,9906,oulucasia,nir,data/B_OriginalImg/NI/Strong/P057/Surprise/001.jpeg,001.jpeg,oulucasia-P057-Surprise-001.jpg,P057,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5881,9907,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Anger/008.jpeg,008.jpeg,oulucasia-P058-Anger-008.jpg,P058,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5882,9908,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Anger/013.jpeg,013.jpeg,oulucasia-P058-Anger-013.jpg,P058,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5883,9909,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Anger/016.jpeg,016.jpeg,oulucasia-P058-Anger-016.jpg,P058,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5884,9910,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Anger/011.jpeg,011.jpeg,oulucasia-P058-Anger-011.jpg,P058,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5885,9911,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Anger/015.jpeg,015.jpeg,oulucasia-P058-Anger-015.jpg,P058,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5886,9912,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Disgust/021.jpeg,021.jpeg,oulucasia-P058-Disgust-021.jpg,P058,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5887,9913,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Disgust/007.jpeg,007.jpeg,oulucasia-P058-Disgust-007.jpg,P058,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5888,9914,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Disgust/016.jpeg,016.jpeg,oulucasia-P058-Disgust-016.jpg,P058,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5889,9915,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Disgust/012.jpeg,012.jpeg,oulucasia-P058-Disgust-012.jpg,P058,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5890,9916,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Disgust/010.jpeg,010.jpeg,oulucasia-P058-Disgust-010.jpg,P058,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5891,9917,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Fear/004.jpeg,004.jpeg,oulucasia-P058-Fear-004.jpg,P058,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5892,9918,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Fear/010.jpeg,010.jpeg,oulucasia-P058-Fear-010.jpg,P058,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5893,9919,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Fear/009.jpeg,009.jpeg,oulucasia-P058-Fear-009.jpg,P058,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5894,9920,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Fear/005.jpeg,005.jpeg,oulucasia-P058-Fear-005.jpg,P058,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5895,9921,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Fear/000.jpeg,000.jpeg,oulucasia-P058-Fear-000.jpg,P058,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5896,9922,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Happiness/021.jpeg,021.jpeg,oulucasia-P058-Happiness-021.jpg,P058,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5897,9923,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Happiness/019.jpeg,019.jpeg,oulucasia-P058-Happiness-019.jpg,P058,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5898,9924,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Happiness/002.jpeg,002.jpeg,oulucasia-P058-Happiness-002.jpg,P058,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5899,9925,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Happiness/012.jpeg,012.jpeg,oulucasia-P058-Happiness-012.jpg,P058,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5900,9926,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Happiness/017.jpeg,017.jpeg,oulucasia-P058-Happiness-017.jpg,P058,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5901,9927,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Sadness/008.jpeg,008.jpeg,oulucasia-P058-Sadness-008.jpg,P058,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5902,9928,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Sadness/007.jpeg,007.jpeg,oulucasia-P058-Sadness-007.jpg,P058,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5903,9929,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Sadness/003.jpeg,003.jpeg,oulucasia-P058-Sadness-003.jpg,P058,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5904,9930,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Sadness/001.jpeg,001.jpeg,oulucasia-P058-Sadness-001.jpg,P058,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5905,9931,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Sadness/002.jpeg,002.jpeg,oulucasia-P058-Sadness-002.jpg,P058,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5906,9932,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Surprise/018.jpeg,018.jpeg,oulucasia-P058-Surprise-018.jpg,P058,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5907,9933,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Surprise/012.jpeg,012.jpeg,oulucasia-P058-Surprise-012.jpg,P058,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5908,9934,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Surprise/002.jpeg,002.jpeg,oulucasia-P058-Surprise-002.jpg,P058,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5909,9935,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Surprise/008.jpeg,008.jpeg,oulucasia-P058-Surprise-008.jpg,P058,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5910,9936,oulucasia,nir,data/B_OriginalImg/NI/Strong/P058/Surprise/013.jpeg,013.jpeg,oulucasia-P058-Surprise-013.jpg,P058,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5911,9937,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Anger/012.jpeg,012.jpeg,oulucasia-P059-Anger-012.jpg,P059,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5912,9938,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Anger/006.jpeg,006.jpeg,oulucasia-P059-Anger-006.jpg,P059,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5913,9939,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Anger/011.jpeg,011.jpeg,oulucasia-P059-Anger-011.jpg,P059,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5914,9940,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Anger/014.jpeg,014.jpeg,oulucasia-P059-Anger-014.jpg,P059,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5915,9941,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Anger/001.jpeg,001.jpeg,oulucasia-P059-Anger-001.jpg,P059,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5916,9942,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Disgust/014.jpeg,014.jpeg,oulucasia-P059-Disgust-014.jpg,P059,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5917,9943,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Disgust/008.jpeg,008.jpeg,oulucasia-P059-Disgust-008.jpg,P059,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5918,9944,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Disgust/017.jpeg,017.jpeg,oulucasia-P059-Disgust-017.jpg,P059,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5919,9945,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Disgust/018.jpeg,018.jpeg,oulucasia-P059-Disgust-018.jpg,P059,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5920,9946,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Disgust/001.jpeg,001.jpeg,oulucasia-P059-Disgust-001.jpg,P059,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5921,9947,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Fear/002.jpeg,002.jpeg,oulucasia-P059-Fear-002.jpg,P059,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5922,9948,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Fear/012.jpeg,012.jpeg,oulucasia-P059-Fear-012.jpg,P059,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5923,9949,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Fear/007.jpeg,007.jpeg,oulucasia-P059-Fear-007.jpg,P059,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5924,9950,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Fear/005.jpeg,005.jpeg,oulucasia-P059-Fear-005.jpg,P059,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5925,9951,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Fear/014.jpeg,014.jpeg,oulucasia-P059-Fear-014.jpg,P059,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5926,9952,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Happiness/014.jpeg,014.jpeg,oulucasia-P059-Happiness-014.jpg,P059,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5927,9953,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Happiness/017.jpeg,017.jpeg,oulucasia-P059-Happiness-017.jpg,P059,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5928,9954,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Happiness/011.jpeg,011.jpeg,oulucasia-P059-Happiness-011.jpg,P059,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5929,9955,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Happiness/007.jpeg,007.jpeg,oulucasia-P059-Happiness-007.jpg,P059,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5930,9956,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Happiness/015.jpeg,015.jpeg,oulucasia-P059-Happiness-015.jpg,P059,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5931,9957,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Sadness/019.jpeg,019.jpeg,oulucasia-P059-Sadness-019.jpg,P059,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5932,9958,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Sadness/016.jpeg,016.jpeg,oulucasia-P059-Sadness-016.jpg,P059,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5933,9959,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Sadness/015.jpeg,015.jpeg,oulucasia-P059-Sadness-015.jpg,P059,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5934,9960,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Sadness/013.jpeg,013.jpeg,oulucasia-P059-Sadness-013.jpg,P059,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5935,9961,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Sadness/005.jpeg,005.jpeg,oulucasia-P059-Sadness-005.jpg,P059,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5936,9962,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Surprise/016.jpeg,016.jpeg,oulucasia-P059-Surprise-016.jpg,P059,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5937,9963,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Surprise/014.jpeg,014.jpeg,oulucasia-P059-Surprise-014.jpg,P059,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5938,9964,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Surprise/015.jpeg,015.jpeg,oulucasia-P059-Surprise-015.jpg,P059,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5939,9965,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Surprise/000.jpeg,000.jpeg,oulucasia-P059-Surprise-000.jpg,P059,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5940,9966,oulucasia,nir,data/B_OriginalImg/NI/Strong/P059/Surprise/007.jpeg,007.jpeg,oulucasia-P059-Surprise-007.jpg,P059,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5941,9967,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Anger/014.jpeg,014.jpeg,oulucasia-P060-Anger-014.jpg,P060,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5942,9968,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Anger/002.jpeg,002.jpeg,oulucasia-P060-Anger-002.jpg,P060,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5943,9969,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Anger/015.jpeg,015.jpeg,oulucasia-P060-Anger-015.jpg,P060,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5944,9970,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Anger/019.jpeg,019.jpeg,oulucasia-P060-Anger-019.jpg,P060,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5945,9971,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Anger/009.jpeg,009.jpeg,oulucasia-P060-Anger-009.jpg,P060,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5946,9972,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Disgust/009.jpeg,009.jpeg,oulucasia-P060-Disgust-009.jpg,P060,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5947,9973,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Disgust/008.jpeg,008.jpeg,oulucasia-P060-Disgust-008.jpg,P060,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5948,9974,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Disgust/012.jpeg,012.jpeg,oulucasia-P060-Disgust-012.jpg,P060,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5949,9975,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Disgust/018.jpeg,018.jpeg,oulucasia-P060-Disgust-018.jpg,P060,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5950,9976,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Disgust/000.jpeg,000.jpeg,oulucasia-P060-Disgust-000.jpg,P060,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5951,9977,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Fear/022.jpeg,022.jpeg,oulucasia-P060-Fear-022.jpg,P060,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5952,9978,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Fear/021.jpeg,021.jpeg,oulucasia-P060-Fear-021.jpg,P060,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5953,9979,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Fear/008.jpeg,008.jpeg,oulucasia-P060-Fear-008.jpg,P060,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5954,9980,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Fear/020.jpeg,020.jpeg,oulucasia-P060-Fear-020.jpg,P060,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5955,9981,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Fear/015.jpeg,015.jpeg,oulucasia-P060-Fear-015.jpg,P060,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5956,9982,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Happiness/021.jpeg,021.jpeg,oulucasia-P060-Happiness-021.jpg,P060,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5957,9983,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Happiness/018.jpeg,018.jpeg,oulucasia-P060-Happiness-018.jpg,P060,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5958,9984,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Happiness/022.jpeg,022.jpeg,oulucasia-P060-Happiness-022.jpg,P060,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5959,9985,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Happiness/006.jpeg,006.jpeg,oulucasia-P060-Happiness-006.jpg,P060,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5960,9986,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Happiness/016.jpeg,016.jpeg,oulucasia-P060-Happiness-016.jpg,P060,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5961,9987,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Sadness/015.jpeg,015.jpeg,oulucasia-P060-Sadness-015.jpg,P060,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5962,9988,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Sadness/017.jpeg,017.jpeg,oulucasia-P060-Sadness-017.jpg,P060,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5963,9989,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Sadness/008.jpeg,008.jpeg,oulucasia-P060-Sadness-008.jpg,P060,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5964,9990,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Sadness/003.jpeg,003.jpeg,oulucasia-P060-Sadness-003.jpg,P060,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5965,9991,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Sadness/004.jpeg,004.jpeg,oulucasia-P060-Sadness-004.jpg,P060,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5966,9992,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Surprise/000.jpeg,000.jpeg,oulucasia-P060-Surprise-000.jpg,P060,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5967,9993,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Surprise/003.jpeg,003.jpeg,oulucasia-P060-Surprise-003.jpg,P060,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5968,9994,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Surprise/015.jpeg,015.jpeg,oulucasia-P060-Surprise-015.jpg,P060,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5969,9995,oulucasia,nir,data/B_OriginalImg/NI/Strong/P060/Surprise/002.jpeg,002.jpeg,oulucasia-P060-Surprise-002.jpg,P060,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
