,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype
13120,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00119_004.bmp,s1_NIR_00119_004.bmp,casia-s1_NIR_00119_004.jpg,,,bmp,mongo,,,,,1.0,119.0,4.0,,,,jpg
13121,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00120_011.bmp,s1_NIR_00120_011.bmp,casia-s1_NIR_00120_011.jpg,,,bmp,mongo,,,,,1.0,120.0,11.0,,,,jpg
13122,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00121_006.bmp,s1_NIR_00121_006.bmp,casia-s1_NIR_00121_006.jpg,,,bmp,mongo,,,,,1.0,121.0,6.0,,,,jpg
13123,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00122_003.bmp,s1_NIR_00122_003.bmp,casia-s1_NIR_00122_003.jpg,,,bmp,mongo,,,,,1.0,122.0,3.0,,,,jpg
13124,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00122_016.bmp,s2_NIR_00122_016.bmp,casia-s2_NIR_00122_016.jpg,,,bmp,mongo,,,,,2.0,122.0,16.0,,,,jpg
13125,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00123_005.bmp,s1_NIR_00123_005.bmp,casia-s1_NIR_00123_005.jpg,,,bmp,mongo,,,,,1.0,123.0,5.0,,,,jpg
13126,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00123_007.bmp,s2_NIR_00123_007.bmp,casia-s2_NIR_00123_007.jpg,,,bmp,mongo,,,,,2.0,123.0,7.0,,,,jpg
13127,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00124_002.bmp,s1_NIR_00124_002.bmp,casia-s1_NIR_00124_002.jpg,,,bmp,mongo,,,,,1.0,124.0,2.0,,,,jpg
13128,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00125_008.bmp,s1_NIR_00125_008.bmp,casia-s1_NIR_00125_008.jpg,,,bmp,mongo,,,,,1.0,125.0,8.0,,,,jpg
13129,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00126_012.bmp,s1_NIR_00126_012.bmp,casia-s1_NIR_00126_012.jpg,,,bmp,mongo,,,,,1.0,126.0,12.0,,,,jpg
13130,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00127_014.bmp,s1_NIR_00127_014.bmp,casia-s1_NIR_00127_014.jpg,,,bmp,mongo,,,,,1.0,127.0,14.0,,,,jpg
13131,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00128_010.bmp,s1_NIR_00128_010.bmp,casia-s1_NIR_00128_010.jpg,,,bmp,mongo,,,,,1.0,128.0,10.0,,,,jpg
13132,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00129_008.bmp,s1_NIR_00129_008.bmp,casia-s1_NIR_00129_008.jpg,,,bmp,mongo,,,,,1.0,129.0,8.0,,,,jpg
13133,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00130_005.bmp,s1_NIR_00130_005.bmp,casia-s1_NIR_00130_005.jpg,,,bmp,mongo,,,,,1.0,130.0,5.0,,,,jpg
13134,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00131_007.bmp,s1_NIR_00131_007.bmp,casia-s1_NIR_00131_007.jpg,,,bmp,mongo,,,,,1.0,131.0,7.0,,,,jpg
13136,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00132_001.bmp,s2_NIR_00132_001.bmp,casia-s2_NIR_00132_001.jpg,,,bmp,mongo,,,,,2.0,132.0,1.0,,,,jpg
13137,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00133_008.bmp,s1_NIR_00133_008.bmp,casia-s1_NIR_00133_008.jpg,,,bmp,mongo,,,,,1.0,133.0,8.0,,,,jpg
13138,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00134_004.bmp,s1_NIR_00134_004.bmp,casia-s1_NIR_00134_004.jpg,,,bmp,mongo,,,,,1.0,134.0,4.0,,,,jpg
13140,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00136_011.bmp,s1_NIR_00136_011.bmp,casia-s1_NIR_00136_011.jpg,,,bmp,mongo,,,,,1.0,136.0,11.0,,,,jpg
13141,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00137_015.bmp,s1_NIR_00137_015.bmp,casia-s1_NIR_00137_015.jpg,,,bmp,mongo,,,,,1.0,137.0,15.0,,,,jpg
13143,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00139_004.bmp,s1_NIR_00139_004.bmp,casia-s1_NIR_00139_004.jpg,,,bmp,mongo,,,,,1.0,139.0,4.0,,,,jpg
13144,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00140_015.bmp,s1_NIR_00140_015.bmp,casia-s1_NIR_00140_015.jpg,,,bmp,mongo,,,,,1.0,140.0,15.0,,,,jpg
13145,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00141_009.bmp,s1_NIR_00141_009.bmp,casia-s1_NIR_00141_009.jpg,,,bmp,mongo,,,,,1.0,141.0,9.0,,,,jpg
13146,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00142_008.bmp,s1_NIR_00142_008.bmp,casia-s1_NIR_00142_008.jpg,,,bmp,mongo,,,,,1.0,142.0,8.0,,,,jpg
13147,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00143_007.bmp,s1_NIR_00143_007.bmp,casia-s1_NIR_00143_007.jpg,,,bmp,mongo,,,,,1.0,143.0,7.0,,,,jpg
13148,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00144_013.bmp,s1_NIR_00144_013.bmp,casia-s1_NIR_00144_013.jpg,,,bmp,mongo,,,,,1.0,144.0,13.0,,,,jpg
13149,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00145_010.bmp,s1_NIR_00145_010.bmp,casia-s1_NIR_00145_010.jpg,,,bmp,mongo,,,,,1.0,145.0,10.0,,,,jpg
13150,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00146_010.bmp,s1_NIR_00146_010.bmp,casia-s1_NIR_00146_010.jpg,,,bmp,mongo,,,,,1.0,146.0,10.0,,,,jpg
13151,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00147_008.bmp,s1_NIR_00147_008.bmp,casia-s1_NIR_00147_008.jpg,,,bmp,mongo,,,,,1.0,147.0,8.0,,,,jpg
13152,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00148_004.bmp,s1_NIR_00148_004.bmp,casia-s1_NIR_00148_004.jpg,,,bmp,mongo,,,,,1.0,148.0,4.0,,,,jpg
13153,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00148_006.bmp,s2_NIR_00148_006.bmp,casia-s2_NIR_00148_006.jpg,,,bmp,mongo,,,,,2.0,148.0,6.0,,,,jpg
13154,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00149_003.bmp,s1_NIR_00149_003.bmp,casia-s1_NIR_00149_003.jpg,,,bmp,mongo,,,,,1.0,149.0,3.0,,,,jpg
13155,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00149_016.bmp,s2_NIR_00149_016.bmp,casia-s2_NIR_00149_016.jpg,,,bmp,mongo,,,,,2.0,149.0,16.0,,,,jpg
13156,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00150_007.bmp,s1_NIR_00150_007.bmp,casia-s1_NIR_00150_007.jpg,,,bmp,mongo,,,,,1.0,150.0,7.0,,,,jpg
13157,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00151_022.bmp,s1_NIR_00151_022.bmp,casia-s1_NIR_00151_022.jpg,,,bmp,mongo,,,,,1.0,151.0,22.0,,,,jpg
13158,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00152_009.bmp,s1_NIR_00152_009.bmp,casia-s1_NIR_00152_009.jpg,,,bmp,mongo,,,,,1.0,152.0,9.0,,,,jpg
13159,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00153_004.bmp,s1_NIR_00153_004.bmp,casia-s1_NIR_00153_004.jpg,,,bmp,mongo,,,,,1.0,153.0,4.0,,,,jpg
13160,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00154_014.bmp,s1_NIR_00154_014.bmp,casia-s1_NIR_00154_014.jpg,,,bmp,mongo,,,,,1.0,154.0,14.0,,,,jpg
13161,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00154_015.bmp,s2_NIR_00154_015.bmp,casia-s2_NIR_00154_015.jpg,,,bmp,mongo,,,,,2.0,154.0,15.0,,,,jpg
13162,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00155_005.bmp,s1_NIR_00155_005.bmp,casia-s1_NIR_00155_005.jpg,,,bmp,mongo,,,,,1.0,155.0,5.0,,,,jpg
13163,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00156_017.bmp,s1_NIR_00156_017.bmp,casia-s1_NIR_00156_017.jpg,,,bmp,mongo,,,,,1.0,156.0,17.0,,,,jpg
13164,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00157_008.bmp,s1_NIR_00157_008.bmp,casia-s1_NIR_00157_008.jpg,,,bmp,mongo,,,,,1.0,157.0,8.0,,,,jpg
13165,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00158_023.bmp,s1_NIR_00158_023.bmp,casia-s1_NIR_00158_023.jpg,,,bmp,mongo,,,,,1.0,158.0,23.0,,,,jpg
13166,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00159_028.bmp,s1_NIR_00159_028.bmp,casia-s1_NIR_00159_028.jpg,,,bmp,mongo,,,,,1.0,159.0,28.0,,,,jpg
13167,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00160_030.bmp,s1_NIR_00160_030.bmp,casia-s1_NIR_00160_030.jpg,,,bmp,mongo,,,,,1.0,160.0,30.0,,,,jpg
13168,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00161_021.bmp,s1_NIR_00161_021.bmp,casia-s1_NIR_00161_021.jpg,,,bmp,mongo,,,,,1.0,161.0,21.0,,,,jpg
13169,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00162_013.bmp,s1_NIR_00162_013.bmp,casia-s1_NIR_00162_013.jpg,,,bmp,mongo,,,,,1.0,162.0,13.0,,,,jpg
13171,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00163_005.bmp,s2_NIR_00163_005.bmp,casia-s2_NIR_00163_005.jpg,,,bmp,mongo,,,,,2.0,163.0,5.0,,,,jpg
13172,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00164_008.bmp,s1_NIR_00164_008.bmp,casia-s1_NIR_00164_008.jpg,,,bmp,mongo,,,,,1.0,164.0,8.0,,,,jpg
13173,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00164_017.bmp,s2_NIR_00164_017.bmp,casia-s2_NIR_00164_017.jpg,,,bmp,mongo,,,,,2.0,164.0,17.0,,,,jpg
13175,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00166_011.bmp,s1_NIR_00166_011.bmp,casia-s1_NIR_00166_011.jpg,,,bmp,mongo,,,,,1.0,166.0,11.0,,,,jpg
13176,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00167_016.bmp,s1_NIR_00167_016.bmp,casia-s1_NIR_00167_016.jpg,,,bmp,mongo,,,,,1.0,167.0,16.0,,,,jpg
13177,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00168_031.bmp,s1_NIR_00168_031.bmp,casia-s1_NIR_00168_031.jpg,,,bmp,mongo,,,,,1.0,168.0,31.0,,,,jpg
13178,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00169_005.bmp,s1_NIR_00169_005.bmp,casia-s1_NIR_00169_005.jpg,,,bmp,mongo,,,,,1.0,169.0,5.0,,,,jpg
13180,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00171_008.bmp,s1_NIR_00171_008.bmp,casia-s1_NIR_00171_008.jpg,,,bmp,mongo,,,,,1.0,171.0,8.0,,,,jpg
13181,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00172_007.bmp,s1_NIR_00172_007.bmp,casia-s1_NIR_00172_007.jpg,,,bmp,mongo,,,,,1.0,172.0,7.0,,,,jpg
13182,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00173_012.bmp,s1_NIR_00173_012.bmp,casia-s1_NIR_00173_012.jpg,,,bmp,mongo,,,,,1.0,173.0,12.0,,,,jpg
13183,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00174_012.bmp,s1_NIR_00174_012.bmp,casia-s1_NIR_00174_012.jpg,,,bmp,mongo,,,,,1.0,174.0,12.0,,,,jpg
13185,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00176_010.bmp,s1_NIR_00176_010.bmp,casia-s1_NIR_00176_010.jpg,,,bmp,mongo,,,,,1.0,176.0,10.0,,,,jpg
13186,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00177_007.bmp,s1_NIR_00177_007.bmp,casia-s1_NIR_00177_007.jpg,,,bmp,mongo,,,,,1.0,177.0,7.0,,,,jpg
13188,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_00178_010.bmp,s2_NIR_00178_010.bmp,casia-s2_NIR_00178_010.jpg,,,bmp,mongo,,,,,2.0,178.0,10.0,,,,jpg
13189,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00179_001.bmp,s1_NIR_00179_001.bmp,casia-s1_NIR_00179_001.jpg,,,bmp,mongo,,,,,1.0,179.0,1.0,,,,jpg
13190,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00180_003.bmp,s1_NIR_00180_003.bmp,casia-s1_NIR_00180_003.jpg,,,bmp,mongo,,,,,1.0,180.0,3.0,,,,jpg
13191,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00181_009.bmp,s1_NIR_00181_009.bmp,casia-s1_NIR_00181_009.jpg,,,bmp,mongo,,,,,1.0,181.0,9.0,,,,jpg
13192,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00182_012.bmp,s1_NIR_00182_012.bmp,casia-s1_NIR_00182_012.jpg,,,bmp,mongo,,,,,1.0,182.0,12.0,,,,jpg
13193,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00183_011.bmp,s1_NIR_00183_011.bmp,casia-s1_NIR_00183_011.jpg,,,bmp,mongo,,,,,1.0,183.0,11.0,,,,jpg
13194,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00184_005.bmp,s1_NIR_00184_005.bmp,casia-s1_NIR_00184_005.jpg,,,bmp,mongo,,,,,1.0,184.0,5.0,,,,jpg
13195,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00185_008.bmp,s1_NIR_00185_008.bmp,casia-s1_NIR_00185_008.jpg,,,bmp,mongo,,,,,1.0,185.0,8.0,,,,jpg
13196,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00186_005.bmp,s1_NIR_00186_005.bmp,casia-s1_NIR_00186_005.jpg,,,bmp,mongo,,,,,1.0,186.0,5.0,,,,jpg
13197,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00187_008.bmp,s1_NIR_00187_008.bmp,casia-s1_NIR_00187_008.jpg,,,bmp,mongo,,,,,1.0,187.0,8.0,,,,jpg
13198,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00188_010.bmp,s1_NIR_00188_010.bmp,casia-s1_NIR_00188_010.jpg,,,bmp,mongo,,,,,1.0,188.0,10.0,,,,jpg
13199,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00189_002.bmp,s1_NIR_00189_002.bmp,casia-s1_NIR_00189_002.jpg,,,bmp,mongo,,,,,1.0,189.0,2.0,,,,jpg
13200,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00190_011.bmp,s1_NIR_00190_011.bmp,casia-s1_NIR_00190_011.jpg,,,bmp,mongo,,,,,1.0,190.0,11.0,,,,jpg
13201,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00191_019.bmp,s1_NIR_00191_019.bmp,casia-s1_NIR_00191_019.jpg,,,bmp,mongo,,,,,1.0,191.0,19.0,,,,jpg
13202,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00192_015.bmp,s1_NIR_00192_015.bmp,casia-s1_NIR_00192_015.jpg,,,bmp,mongo,,,,,1.0,192.0,15.0,,,,jpg
13203,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00193_022.bmp,s1_NIR_00193_022.bmp,casia-s1_NIR_00193_022.jpg,,,bmp,mongo,,,,,1.0,193.0,22.0,,,,jpg
13204,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00194_023.bmp,s1_NIR_00194_023.bmp,casia-s1_NIR_00194_023.jpg,,,bmp,mongo,,,,,1.0,194.0,23.0,,,,jpg
13205,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00195_015.bmp,s1_NIR_00195_015.bmp,casia-s1_NIR_00195_015.jpg,,,bmp,mongo,,,,,1.0,195.0,15.0,,,,jpg
13206,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00196_001.bmp,s1_NIR_00196_001.bmp,casia-s1_NIR_00196_001.jpg,,,bmp,mongo,,,,,1.0,196.0,1.0,,,,jpg
13207,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00197_003.bmp,s1_NIR_00197_003.bmp,casia-s1_NIR_00197_003.jpg,,,bmp,mongo,,,,,1.0,197.0,3.0,,,,jpg
13209,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00199_042.bmp,s1_NIR_00199_042.bmp,casia-s1_NIR_00199_042.jpg,,,bmp,mongo,,,,,1.0,199.0,42.0,,,,jpg
13211,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00201_031.bmp,s1_NIR_00201_031.bmp,casia-s1_NIR_00201_031.jpg,,,bmp,mongo,,,,,1.0,201.0,31.0,,,,jpg
13212,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s1_NIR_00202_004.bmp,s1_NIR_00202_004.bmp,casia-s1_NIR_00202_004.jpg,,,bmp,mongo,,,,,1.0,202.0,4.0,,,,jpg
13213,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10003_008.bmp,s2_NIR_10003_008.bmp,casia-s2_NIR_10003_008.jpg,,,bmp,mongo,,,,,2.0,10003.0,8.0,,,,jpg
13214,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10004_018.bmp,s2_NIR_10004_018.bmp,casia-s2_NIR_10004_018.jpg,,,bmp,mongo,,,,,2.0,10004.0,18.0,,,,jpg
13215,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10005_007.bmp,s2_NIR_10005_007.bmp,casia-s2_NIR_10005_007.jpg,,,bmp,mongo,,,,,2.0,10005.0,7.0,,,,jpg
13216,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10006_008.bmp,s2_NIR_10006_008.bmp,casia-s2_NIR_10006_008.jpg,,,bmp,mongo,,,,,2.0,10006.0,8.0,,,,jpg
13217,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10007_013.bmp,s2_NIR_10007_013.bmp,casia-s2_NIR_10007_013.jpg,,,bmp,mongo,,,,,2.0,10007.0,13.0,,,,jpg
13218,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10008_006.bmp,s2_NIR_10008_006.bmp,casia-s2_NIR_10008_006.jpg,,,bmp,mongo,,,,,2.0,10008.0,6.0,,,,jpg
13219,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10009_007.bmp,s2_NIR_10009_007.bmp,casia-s2_NIR_10009_007.jpg,,,bmp,mongo,,,,,2.0,10009.0,7.0,,,,jpg
13220,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10011_010.bmp,s2_NIR_10011_010.bmp,casia-s2_NIR_10011_010.jpg,,,bmp,mongo,,,,,2.0,10011.0,10.0,,,,jpg
13221,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10012_014.bmp,s2_NIR_10012_014.bmp,casia-s2_NIR_10012_014.jpg,,,bmp,mongo,,,,,2.0,10012.0,14.0,,,,jpg
13222,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10013_007.bmp,s2_NIR_10013_007.bmp,casia-s2_NIR_10013_007.jpg,,,bmp,mongo,,,,,2.0,10013.0,7.0,,,,jpg
13223,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10014_012.bmp,s2_NIR_10014_012.bmp,casia-s2_NIR_10014_012.jpg,,,bmp,mongo,,,,,2.0,10014.0,12.0,,,,jpg
13224,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10015_007.bmp,s2_NIR_10015_007.bmp,casia-s2_NIR_10015_007.jpg,,,bmp,mongo,,,,,2.0,10015.0,7.0,,,,jpg
13225,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10016_009.bmp,s2_NIR_10016_009.bmp,casia-s2_NIR_10016_009.jpg,,,bmp,mongo,,,,,2.0,10016.0,9.0,,,,jpg
13226,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10017_016.bmp,s2_NIR_10017_016.bmp,casia-s2_NIR_10017_016.jpg,,,bmp,mongo,,,,,2.0,10017.0,16.0,,,,jpg
13227,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10018_007.bmp,s2_NIR_10018_007.bmp,casia-s2_NIR_10018_007.jpg,,,bmp,mongo,,,,,2.0,10018.0,7.0,,,,jpg
13228,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10019_012.bmp,s2_NIR_10019_012.bmp,casia-s2_NIR_10019_012.jpg,,,bmp,mongo,,,,,2.0,10019.0,12.0,,,,jpg
13229,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10020_012.bmp,s2_NIR_10020_012.bmp,casia-s2_NIR_10020_012.jpg,,,bmp,mongo,,,,,2.0,10020.0,12.0,,,,jpg
13230,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10022_016.bmp,s2_NIR_10022_016.bmp,casia-s2_NIR_10022_016.jpg,,,bmp,mongo,,,,,2.0,10022.0,16.0,,,,jpg
13231,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10023_008.bmp,s2_NIR_10023_008.bmp,casia-s2_NIR_10023_008.jpg,,,bmp,mongo,,,,,2.0,10023.0,8.0,,,,jpg
13233,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10025_005.bmp,s2_NIR_10025_005.bmp,casia-s2_NIR_10025_005.jpg,,,bmp,mongo,,,,,2.0,10025.0,5.0,,,,jpg
13234,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10028_009.bmp,s2_NIR_10028_009.bmp,casia-s2_NIR_10028_009.jpg,,,bmp,mongo,,,,,2.0,10028.0,9.0,,,,jpg
13235,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10029_014.bmp,s2_NIR_10029_014.bmp,casia-s2_NIR_10029_014.jpg,,,bmp,mongo,,,,,2.0,10029.0,14.0,,,,jpg
13236,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10031_007.bmp,s2_NIR_10031_007.bmp,casia-s2_NIR_10031_007.jpg,,,bmp,mongo,,,,,2.0,10031.0,7.0,,,,jpg
13237,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10032_004.bmp,s2_NIR_10032_004.bmp,casia-s2_NIR_10032_004.jpg,,,bmp,mongo,,,,,2.0,10032.0,4.0,,,,jpg
13238,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10034_015.bmp,s2_NIR_10034_015.bmp,casia-s2_NIR_10034_015.jpg,,,bmp,mongo,,,,,2.0,10034.0,15.0,,,,jpg
13241,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10037_018.bmp,s2_NIR_10037_018.bmp,casia-s2_NIR_10037_018.jpg,,,bmp,mongo,,,,,2.0,10037.0,18.0,,,,jpg
13243,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10039_009.bmp,s2_NIR_10039_009.bmp,casia-s2_NIR_10039_009.jpg,,,bmp,mongo,,,,,2.0,10039.0,9.0,,,,jpg
13246,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10044_010.bmp,s2_NIR_10044_010.bmp,casia-s2_NIR_10044_010.jpg,,,bmp,mongo,,,,,2.0,10044.0,10.0,,,,jpg
13247,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10045_009.bmp,s2_NIR_10045_009.bmp,casia-s2_NIR_10045_009.jpg,,,bmp,mongo,,,,,2.0,10045.0,9.0,,,,jpg
13250,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10048_015.bmp,s2_NIR_10048_015.bmp,casia-s2_NIR_10048_015.jpg,,,bmp,mongo,,,,,2.0,10048.0,15.0,,,,jpg
13251,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10049_018.bmp,s2_NIR_10049_018.bmp,casia-s2_NIR_10049_018.jpg,,,bmp,mongo,,,,,2.0,10049.0,18.0,,,,jpg
13252,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10050_012.bmp,s2_NIR_10050_012.bmp,casia-s2_NIR_10050_012.jpg,,,bmp,mongo,,,,,2.0,10050.0,12.0,,,,jpg
13253,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10051_008.bmp,s2_NIR_10051_008.bmp,casia-s2_NIR_10051_008.jpg,,,bmp,mongo,,,,,2.0,10051.0,8.0,,,,jpg
13254,casia,nir,data/CASIA_NISVIR/NIR-VIS/NIR/s2_NIR_10052_018.bmp,s2_NIR_10052_018.bmp,casia-s2_NIR_10052_018.jpg,,,bmp,mongo,,,,,2.0,10052.0,18.0,,,,jpg
