,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
13736,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00005_009.jpg,s1_VIS_00005_009.jpg,casia-s1_VIS_00005_009.jpg,,,jpg,mongo,,,,,1.0,5.0,9.0,,,,jpg,train
13737,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s2_VIS_00005_005.jpg,s2_VIS_00005_005.jpg,casia-s2_VIS_00005_005.jpg,,,jpg,mongo,,,,,2.0,5.0,5.0,,,,jpg,test
13738,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00006_004.jpg,s1_VIS_00006_004.jpg,casia-s1_VIS_00006_004.jpg,,,jpg,mongo,,,,,1.0,6.0,4.0,,,,jpg,train
13739,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00007_007.jpg,s1_VIS_00007_007.jpg,casia-s1_VIS_00007_007.jpg,,,jpg,mongo,,,,,1.0,7.0,7.0,,,,jpg,train
13740,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00008_002.jpg,s1_VIS_00008_002.jpg,casia-s1_VIS_00008_002.jpg,,,jpg,mongo,,,,,1.0,8.0,2.0,,,,jpg,train
13741,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00009_005.jpg,s1_VIS_00009_005.jpg,casia-s1_VIS_00009_005.jpg,,,jpg,mongo,,,,,1.0,9.0,5.0,,,,jpg,train
13742,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00010_009.jpg,s1_VIS_00010_009.jpg,casia-s1_VIS_00010_009.jpg,,,jpg,mongo,,,,,1.0,10.0,9.0,,,,jpg,train
13743,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00011_006.jpg,s1_VIS_00011_006.jpg,casia-s1_VIS_00011_006.jpg,,,jpg,mongo,,,,,1.0,11.0,6.0,,,,jpg,train
13744,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00012_008.jpg,s1_VIS_00012_008.jpg,casia-s1_VIS_00012_008.jpg,,,jpg,mongo,,,,,1.0,12.0,8.0,,,,jpg,train
13745,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00013_004.jpg,s1_VIS_00013_004.jpg,casia-s1_VIS_00013_004.jpg,,,jpg,mongo,,,,,1.0,13.0,4.0,,,,jpg,train
13746,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00014_001.jpg,s1_VIS_00014_001.jpg,casia-s1_VIS_00014_001.jpg,,,jpg,mongo,,,,,1.0,14.0,1.0,,,,jpg,train
13747,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00015_004.jpg,s1_VIS_00015_004.jpg,casia-s1_VIS_00015_004.jpg,,,jpg,mongo,,,,,1.0,15.0,4.0,,,,jpg,train
13748,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00016_004.jpg,s1_VIS_00016_004.jpg,casia-s1_VIS_00016_004.jpg,,,jpg,mongo,,,,,1.0,16.0,4.0,,,,jpg,train
13749,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s2_VIS_00016_002.jpg,s2_VIS_00016_002.jpg,casia-s2_VIS_00016_002.jpg,,,jpg,mongo,,,,,2.0,16.0,2.0,,,,jpg,train
13750,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00017_001.jpg,s1_VIS_00017_001.jpg,casia-s1_VIS_00017_001.jpg,,,jpg,mongo,,,,,1.0,17.0,1.0,,,,jpg,train
13751,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00018_011.jpg,s1_VIS_00018_011.jpg,casia-s1_VIS_00018_011.jpg,,,jpg,mongo,,,,,1.0,18.0,11.0,,,,jpg,train
13752,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00019_001.jpg,s1_VIS_00019_001.jpg,casia-s1_VIS_00019_001.jpg,,,jpg,mongo,,,,,1.0,19.0,1.0,,,,jpg,train
13753,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00020_001.jpg,s1_VIS_00020_001.jpg,casia-s1_VIS_00020_001.jpg,,,jpg,mongo,,,,,1.0,20.0,1.0,,,,jpg,train
13754,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00021_008.jpg,s1_VIS_00021_008.jpg,casia-s1_VIS_00021_008.jpg,,,jpg,mongo,,,,,1.0,21.0,8.0,,,,jpg,train
13755,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00022_009.jpg,s1_VIS_00022_009.jpg,casia-s1_VIS_00022_009.jpg,,,jpg,mongo,,,,,1.0,22.0,9.0,,,,jpg,train
13756,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00023_004.jpg,s1_VIS_00023_004.jpg,casia-s1_VIS_00023_004.jpg,,,jpg,mongo,,,,,1.0,23.0,4.0,,,,jpg,train
13757,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00024_003.jpg,s1_VIS_00024_003.jpg,casia-s1_VIS_00024_003.jpg,,,jpg,mongo,,,,,1.0,24.0,3.0,,,,jpg,test
13758,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00025_011.jpg,s1_VIS_00025_011.jpg,casia-s1_VIS_00025_011.jpg,,,jpg,mongo,,,,,1.0,25.0,11.0,,,,jpg,train
13759,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00026_007.jpg,s1_VIS_00026_007.jpg,casia-s1_VIS_00026_007.jpg,,,jpg,mongo,,,,,1.0,26.0,7.0,,,,jpg,train
13760,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00027_002.jpg,s1_VIS_00027_002.jpg,casia-s1_VIS_00027_002.jpg,,,jpg,mongo,,,,,1.0,27.0,2.0,,,,jpg,train
13761,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00028_001.jpg,s1_VIS_00028_001.jpg,casia-s1_VIS_00028_001.jpg,,,jpg,mongo,,,,,1.0,28.0,1.0,,,,jpg,train
13762,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00029_008.jpg,s1_VIS_00029_008.jpg,casia-s1_VIS_00029_008.jpg,,,jpg,mongo,,,,,1.0,29.0,8.0,,,,jpg,test
13763,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00030_008.jpg,s1_VIS_00030_008.jpg,casia-s1_VIS_00030_008.jpg,,,jpg,mongo,,,,,1.0,30.0,8.0,,,,jpg,train
13764,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00031_006.jpg,s1_VIS_00031_006.jpg,casia-s1_VIS_00031_006.jpg,,,jpg,mongo,,,,,1.0,31.0,6.0,,,,jpg,train
13765,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00032_002.jpg,s1_VIS_00032_002.jpg,casia-s1_VIS_00032_002.jpg,,,jpg,mongo,,,,,1.0,32.0,2.0,,,,jpg,train
13766,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00033_005.jpg,s1_VIS_00033_005.jpg,casia-s1_VIS_00033_005.jpg,,,jpg,mongo,,,,,1.0,33.0,5.0,,,,jpg,train
13767,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00034_002.jpg,s1_VIS_00034_002.jpg,casia-s1_VIS_00034_002.jpg,,,jpg,mongo,,,,,1.0,34.0,2.0,,,,jpg,train
13768,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00035_008.jpg,s1_VIS_00035_008.jpg,casia-s1_VIS_00035_008.jpg,,,jpg,mongo,,,,,1.0,35.0,8.0,,,,jpg,train
13769,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00036_005.jpg,s1_VIS_00036_005.jpg,casia-s1_VIS_00036_005.jpg,,,jpg,mongo,,,,,1.0,36.0,5.0,,,,jpg,train
13770,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00037_006.jpg,s1_VIS_00037_006.jpg,casia-s1_VIS_00037_006.jpg,,,jpg,mongo,,,,,1.0,37.0,6.0,,,,jpg,train
13771,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00038_001.jpg,s1_VIS_00038_001.jpg,casia-s1_VIS_00038_001.jpg,,,jpg,mongo,,,,,1.0,38.0,1.0,,,,jpg,train
13772,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00039_005.jpg,s1_VIS_00039_005.jpg,casia-s1_VIS_00039_005.jpg,,,jpg,mongo,,,,,1.0,39.0,5.0,,,,jpg,train
13773,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00040_001.jpg,s1_VIS_00040_001.jpg,casia-s1_VIS_00040_001.jpg,,,jpg,mongo,,,,,1.0,40.0,1.0,,,,jpg,train
13774,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00041_009.jpg,s1_VIS_00041_009.jpg,casia-s1_VIS_00041_009.jpg,,,jpg,mongo,,,,,1.0,41.0,9.0,,,,jpg,test
13775,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00042_005.jpg,s1_VIS_00042_005.jpg,casia-s1_VIS_00042_005.jpg,,,jpg,mongo,,,,,1.0,42.0,5.0,,,,jpg,train
13776,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00043_001.jpg,s1_VIS_00043_001.jpg,casia-s1_VIS_00043_001.jpg,,,jpg,mongo,,,,,1.0,43.0,1.0,,,,jpg,train
13777,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00044_005.jpg,s1_VIS_00044_005.jpg,casia-s1_VIS_00044_005.jpg,,,jpg,mongo,,,,,1.0,44.0,5.0,,,,jpg,test
13778,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00045_008.jpg,s1_VIS_00045_008.jpg,casia-s1_VIS_00045_008.jpg,,,jpg,mongo,,,,,1.0,45.0,8.0,,,,jpg,train
13779,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00046_008.jpg,s1_VIS_00046_008.jpg,casia-s1_VIS_00046_008.jpg,,,jpg,mongo,,,,,1.0,46.0,8.0,,,,jpg,train
13780,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00047_004.jpg,s1_VIS_00047_004.jpg,casia-s1_VIS_00047_004.jpg,,,jpg,mongo,,,,,1.0,47.0,4.0,,,,jpg,train
13781,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00048_009.jpg,s1_VIS_00048_009.jpg,casia-s1_VIS_00048_009.jpg,,,jpg,mongo,,,,,1.0,48.0,9.0,,,,jpg,train
13782,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00049_010.jpg,s1_VIS_00049_010.jpg,casia-s1_VIS_00049_010.jpg,,,jpg,mongo,,,,,1.0,49.0,10.0,,,,jpg,train
13783,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00050_005.jpg,s1_VIS_00050_005.jpg,casia-s1_VIS_00050_005.jpg,,,jpg,mongo,,,,,1.0,50.0,5.0,,,,jpg,train
13784,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00051_007.jpg,s1_VIS_00051_007.jpg,casia-s1_VIS_00051_007.jpg,,,jpg,mongo,,,,,1.0,51.0,7.0,,,,jpg,test
13785,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00052_008.jpg,s1_VIS_00052_008.jpg,casia-s1_VIS_00052_008.jpg,,,jpg,mongo,,,,,1.0,52.0,8.0,,,,jpg,train
13786,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00053_005.jpg,s1_VIS_00053_005.jpg,casia-s1_VIS_00053_005.jpg,,,jpg,mongo,,,,,1.0,53.0,5.0,,,,jpg,train
13787,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00054_003.jpg,s1_VIS_00054_003.jpg,casia-s1_VIS_00054_003.jpg,,,jpg,mongo,,,,,1.0,54.0,3.0,,,,jpg,train
13788,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00055_002.jpg,s1_VIS_00055_002.jpg,casia-s1_VIS_00055_002.jpg,,,jpg,mongo,,,,,1.0,55.0,2.0,,,,jpg,train
13789,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00056_009.jpg,s1_VIS_00056_009.jpg,casia-s1_VIS_00056_009.jpg,,,jpg,mongo,,,,,1.0,56.0,9.0,,,,jpg,train
13790,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00057_009.jpg,s1_VIS_00057_009.jpg,casia-s1_VIS_00057_009.jpg,,,jpg,mongo,,,,,1.0,57.0,9.0,,,,jpg,train
13791,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00058_002.jpg,s1_VIS_00058_002.jpg,casia-s1_VIS_00058_002.jpg,,,jpg,mongo,,,,,1.0,58.0,2.0,,,,jpg,train
13792,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00059_006.jpg,s1_VIS_00059_006.jpg,casia-s1_VIS_00059_006.jpg,,,jpg,mongo,,,,,1.0,59.0,6.0,,,,jpg,train
13793,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00060_005.jpg,s1_VIS_00060_005.jpg,casia-s1_VIS_00060_005.jpg,,,jpg,mongo,,,,,1.0,60.0,5.0,,,,jpg,train
13794,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00062_008.jpg,s1_VIS_00062_008.jpg,casia-s1_VIS_00062_008.jpg,,,jpg,mongo,,,,,1.0,62.0,8.0,,,,jpg,train
13795,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00063_003.jpg,s1_VIS_00063_003.jpg,casia-s1_VIS_00063_003.jpg,,,jpg,mongo,,,,,1.0,63.0,3.0,,,,jpg,train
13796,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00064_006.jpg,s1_VIS_00064_006.jpg,casia-s1_VIS_00064_006.jpg,,,jpg,mongo,,,,,1.0,64.0,6.0,,,,jpg,train
13797,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00065_008.jpg,s1_VIS_00065_008.jpg,casia-s1_VIS_00065_008.jpg,,,jpg,mongo,,,,,1.0,65.0,8.0,,,,jpg,train
13798,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00066_010.jpg,s1_VIS_00066_010.jpg,casia-s1_VIS_00066_010.jpg,,,jpg,mongo,,,,,1.0,66.0,10.0,,,,jpg,train
13799,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00067_001.jpg,s1_VIS_00067_001.jpg,casia-s1_VIS_00067_001.jpg,,,jpg,mongo,,,,,1.0,67.0,1.0,,,,jpg,train
13800,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00068_001.jpg,s1_VIS_00068_001.jpg,casia-s1_VIS_00068_001.jpg,,,jpg,mongo,,,,,1.0,68.0,1.0,,,,jpg,train
13801,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00069_004.jpg,s1_VIS_00069_004.jpg,casia-s1_VIS_00069_004.jpg,,,jpg,mongo,,,,,1.0,69.0,4.0,,,,jpg,train
13802,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00070_006.jpg,s1_VIS_00070_006.jpg,casia-s1_VIS_00070_006.jpg,,,jpg,mongo,,,,,1.0,70.0,6.0,,,,jpg,train
13803,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00071_003.jpg,s1_VIS_00071_003.jpg,casia-s1_VIS_00071_003.jpg,,,jpg,mongo,,,,,1.0,71.0,3.0,,,,jpg,train
13804,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s2_VIS_00071_004.jpg,s2_VIS_00071_004.jpg,casia-s2_VIS_00071_004.jpg,,,jpg,mongo,,,,,2.0,71.0,4.0,,,,jpg,train
13805,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00072_006.jpg,s1_VIS_00072_006.jpg,casia-s1_VIS_00072_006.jpg,,,jpg,mongo,,,,,1.0,72.0,6.0,,,,jpg,test
13806,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00073_010.jpg,s1_VIS_00073_010.jpg,casia-s1_VIS_00073_010.jpg,,,jpg,mongo,,,,,1.0,73.0,10.0,,,,jpg,train
13807,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s3_VIS_00073_001.jpg,s3_VIS_00073_001.jpg,casia-s3_VIS_00073_001.jpg,,,jpg,mongo,,,,,3.0,73.0,1.0,,,,jpg,train
13808,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00075_008.jpg,s1_VIS_00075_008.jpg,casia-s1_VIS_00075_008.jpg,,,jpg,mongo,,,,,1.0,75.0,8.0,,,,jpg,train
13809,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00076_001.jpg,s1_VIS_00076_001.jpg,casia-s1_VIS_00076_001.jpg,,,jpg,mongo,,,,,1.0,76.0,1.0,,,,jpg,train
13810,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00077_003.jpg,s1_VIS_00077_003.jpg,casia-s1_VIS_00077_003.jpg,,,jpg,mongo,,,,,1.0,77.0,3.0,,,,jpg,train
13811,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00078_009.jpg,s1_VIS_00078_009.jpg,casia-s1_VIS_00078_009.jpg,,,jpg,mongo,,,,,1.0,78.0,9.0,,,,jpg,train
13812,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00079_003.jpg,s1_VIS_00079_003.jpg,casia-s1_VIS_00079_003.jpg,,,jpg,mongo,,,,,1.0,79.0,3.0,,,,jpg,train
13813,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00080_004.jpg,s1_VIS_00080_004.jpg,casia-s1_VIS_00080_004.jpg,,,jpg,mongo,,,,,1.0,80.0,4.0,,,,jpg,test
13814,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00081_005.jpg,s1_VIS_00081_005.jpg,casia-s1_VIS_00081_005.jpg,,,jpg,mongo,,,,,1.0,81.0,5.0,,,,jpg,test
13815,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00082_001.jpg,s1_VIS_00082_001.jpg,casia-s1_VIS_00082_001.jpg,,,jpg,mongo,,,,,1.0,82.0,1.0,,,,jpg,train
13816,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00083_003.jpg,s1_VIS_00083_003.jpg,casia-s1_VIS_00083_003.jpg,,,jpg,mongo,,,,,1.0,83.0,3.0,,,,jpg,test
13817,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00084_007.jpg,s1_VIS_00084_007.jpg,casia-s1_VIS_00084_007.jpg,,,jpg,mongo,,,,,1.0,84.0,7.0,,,,jpg,train
13818,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00085_010.jpg,s1_VIS_00085_010.jpg,casia-s1_VIS_00085_010.jpg,,,jpg,mongo,,,,,1.0,85.0,10.0,,,,jpg,train
13819,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00086_004.jpg,s1_VIS_00086_004.jpg,casia-s1_VIS_00086_004.jpg,,,jpg,mongo,,,,,1.0,86.0,4.0,,,,jpg,train
13820,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00087_001.jpg,s1_VIS_00087_001.jpg,casia-s1_VIS_00087_001.jpg,,,jpg,mongo,,,,,1.0,87.0,1.0,,,,jpg,test
13821,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00088_007.jpg,s1_VIS_00088_007.jpg,casia-s1_VIS_00088_007.jpg,,,jpg,mongo,,,,,1.0,88.0,7.0,,,,jpg,test
13822,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00089_010.jpg,s1_VIS_00089_010.jpg,casia-s1_VIS_00089_010.jpg,,,jpg,mongo,,,,,1.0,89.0,10.0,,,,jpg,train
13823,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00090_008.jpg,s1_VIS_00090_008.jpg,casia-s1_VIS_00090_008.jpg,,,jpg,mongo,,,,,1.0,90.0,8.0,,,,jpg,train
13824,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00091_009.jpg,s1_VIS_00091_009.jpg,casia-s1_VIS_00091_009.jpg,,,jpg,mongo,,,,,1.0,91.0,9.0,,,,jpg,train
13825,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00092_009.jpg,s1_VIS_00092_009.jpg,casia-s1_VIS_00092_009.jpg,,,jpg,mongo,,,,,1.0,92.0,9.0,,,,jpg,train
13826,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00093_009.jpg,s1_VIS_00093_009.jpg,casia-s1_VIS_00093_009.jpg,,,jpg,mongo,,,,,1.0,93.0,9.0,,,,jpg,train
13827,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00094_009.jpg,s1_VIS_00094_009.jpg,casia-s1_VIS_00094_009.jpg,,,jpg,mongo,,,,,1.0,94.0,9.0,,,,jpg,train
13828,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00095_006.jpg,s1_VIS_00095_006.jpg,casia-s1_VIS_00095_006.jpg,,,jpg,mongo,,,,,1.0,95.0,6.0,,,,jpg,train
13829,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00096_001.jpg,s1_VIS_00096_001.jpg,casia-s1_VIS_00096_001.jpg,,,jpg,mongo,,,,,1.0,96.0,1.0,,,,jpg,train
13830,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00097_007.jpg,s1_VIS_00097_007.jpg,casia-s1_VIS_00097_007.jpg,,,jpg,mongo,,,,,1.0,97.0,7.0,,,,jpg,train
13831,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00098_005.jpg,s1_VIS_00098_005.jpg,casia-s1_VIS_00098_005.jpg,,,jpg,mongo,,,,,1.0,98.0,5.0,,,,jpg,train
13832,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00099_004.jpg,s1_VIS_00099_004.jpg,casia-s1_VIS_00099_004.jpg,,,jpg,mongo,,,,,1.0,99.0,4.0,,,,jpg,train
13833,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00100_002.jpg,s1_VIS_00100_002.jpg,casia-s1_VIS_00100_002.jpg,,,jpg,mongo,,,,,1.0,100.0,2.0,,,,jpg,train
13834,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00101_007.jpg,s1_VIS_00101_007.jpg,casia-s1_VIS_00101_007.jpg,,,jpg,mongo,,,,,1.0,101.0,7.0,,,,jpg,train
13835,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00102_002.jpg,s1_VIS_00102_002.jpg,casia-s1_VIS_00102_002.jpg,,,jpg,mongo,,,,,1.0,102.0,2.0,,,,jpg,train
13836,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00103_005.jpg,s1_VIS_00103_005.jpg,casia-s1_VIS_00103_005.jpg,,,jpg,mongo,,,,,1.0,103.0,5.0,,,,jpg,test
13837,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00104_005.jpg,s1_VIS_00104_005.jpg,casia-s1_VIS_00104_005.jpg,,,jpg,mongo,,,,,1.0,104.0,5.0,,,,jpg,train
13838,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00105_001.jpg,s1_VIS_00105_001.jpg,casia-s1_VIS_00105_001.jpg,,,jpg,mongo,,,,,1.0,105.0,1.0,,,,jpg,test
13839,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00106_006.jpg,s1_VIS_00106_006.jpg,casia-s1_VIS_00106_006.jpg,,,jpg,mongo,,,,,1.0,106.0,6.0,,,,jpg,train
13840,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00107_008.jpg,s1_VIS_00107_008.jpg,casia-s1_VIS_00107_008.jpg,,,jpg,mongo,,,,,1.0,107.0,8.0,,,,jpg,train
13841,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s2_VIS_00107_004.jpg,s2_VIS_00107_004.jpg,casia-s2_VIS_00107_004.jpg,,,jpg,mongo,,,,,2.0,107.0,4.0,,,,jpg,train
13842,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00108_011.jpg,s1_VIS_00108_011.jpg,casia-s1_VIS_00108_011.jpg,,,jpg,mongo,,,,,1.0,108.0,11.0,,,,jpg,train
13843,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00109_009.jpg,s1_VIS_00109_009.jpg,casia-s1_VIS_00109_009.jpg,,,jpg,mongo,,,,,1.0,109.0,9.0,,,,jpg,test
13844,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00110_009.jpg,s1_VIS_00110_009.jpg,casia-s1_VIS_00110_009.jpg,,,jpg,mongo,,,,,1.0,110.0,9.0,,,,jpg,test
13845,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00111_008.jpg,s1_VIS_00111_008.jpg,casia-s1_VIS_00111_008.jpg,,,jpg,mongo,,,,,1.0,111.0,8.0,,,,jpg,train
13846,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00112_004.jpg,s1_VIS_00112_004.jpg,casia-s1_VIS_00112_004.jpg,,,jpg,mongo,,,,,1.0,112.0,4.0,,,,jpg,train
13847,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00113_003.jpg,s1_VIS_00113_003.jpg,casia-s1_VIS_00113_003.jpg,,,jpg,mongo,,,,,1.0,113.0,3.0,,,,jpg,train
13848,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00114_001.jpg,s1_VIS_00114_001.jpg,casia-s1_VIS_00114_001.jpg,,,jpg,mongo,,,,,1.0,114.0,1.0,,,,jpg,train
13849,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00115_008.jpg,s1_VIS_00115_008.jpg,casia-s1_VIS_00115_008.jpg,,,jpg,mongo,,,,,1.0,115.0,8.0,,,,jpg,test
13850,casia,vis,data/CASIA_NISVIR/NIR-VIS/VIS/s1_VIS_00116_005.jpg,s1_VIS_00116_005.jpg,casia-s1_VIS_00116_005.jpg,,,jpg,mongo,,,,,1.0,116.0,5.0,,,,jpg,train
